ID,MS,Mp,VFN,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
1891854,IT,BMW GROUP,,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERISCHE MOTOREN WERKE AG,e1*2007/46*0316,3C,4K91,6A250000,BMW,430D,M1,M1,1690,,139,,2810,1545,1594,DIESEL                   ,M,2993,190
1891862,IT,BMW GROUP,,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERISCHE MOTOREN WERKE AG,e1*2007/46*0371,UKL-L,WG71,6H2400C0,MINI,COOPER S,M1,M1,1350,,142,,2495,1485,1485,PETROL                   ,M,1998,141
1891872,IT,BMW GROUP,,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERISCHE MOTOREN WERKE AG,e1*2007/46*1750,G5K,JN31,CA1500L0,BMW,530D,M1,M1,1825,,124,,2975,1605,1630,DIESEL                   ,M,2993,195
1891879,IT,BMW GROUP,,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERISCHE MOTOREN WERKE AG,e1*2007/46*1688,G5L,JC51,CA2500M0,BMW,520D XDRIVE,M1,M1,1695,,124,,2975,1605,1630,DIESEL                   ,M,1995,140
1425070,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425077,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425078,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1425085,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425086,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425092,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0411,AABBA5A5BAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,100,,2450,1430,1420,PETROL,M,1193,59
1425093,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1425097,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425102,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425106,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425107,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425110,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425114,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425120,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425126,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425135,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425143,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425148,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425155,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AFDDBCB5CAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,139,,2670,1540,1540,PETROL,M,1998,110
1425163,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425170,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425177,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425184,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AFDDBCB5CAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,139,,2670,1540,1540,PETROL,M,1998,110
1425191,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425198,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCB5CAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,139,,2670,1540,1540,PETROL,M,1998,110
1425207,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425212,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425217,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1425222,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AFDDBCB5CAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,139,,2670,1540,1540,PETROL,M,1998,110
1425227,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425232,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*27,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425238,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCB5CAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,139,,2670,1540,1540,PETROL,M,1998,110
1425242,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AGDFBCA7AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1535,,146,,2670,1540,1540,PETROL,M,1998,110
1425247,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1425254,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2001/116*0406*28,CW0,GF711,AFDDBCA5AAAA,MITSUBISHI,MITSUBISHI OUTLANDER,M1,,1505,,144,,2670,1540,1540,PETROL,M,1998,110
1425257,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,"MITSUBISHI MOTORS (THAILAND) CO.,LTD",E1*2007/46*0951*08,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425264,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,"MITSUBISHI MOTORS (THAILAND) CO.,LTD",E1*2007/46*0951*08,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425272,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,"MITSUBISHI MOTORS (THAILAND) CO.,LTD",E1*2007/46*0951*08,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1425279,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425285,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425293,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425300,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425305,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425313,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425321,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425328,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425336,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425343,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425349,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425354,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425360,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1425398,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425403,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425411,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425419,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1425424,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425429,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425434,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425441,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425448,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425453,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425460,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425469,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1425477,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425483,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425490,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425497,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1425504,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*13,GA0,GA211,ACBBA5E5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1425511,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1425518,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1425526,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*00,GK0,GK111,ABBACCA5AAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1425534,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1425542,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1425549,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
1425555,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*1769*01,GK0,GK111,ABBACCB5CAAA,MITSUBISHI,MITSUBISHI ECLIPSE CROSS,M1,,1535,,154,,2670,1550,1550,PETROL,M,1499,120
