,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
5742,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5743,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5744,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5745,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5746,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5747,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5748,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5749,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5750,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5751,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5752,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5753,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5754,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5755,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5756,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5757,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5758,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5759,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5760,PEUGEOT,M1,M1,1345,127.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5761,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5762,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5763,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5764,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5765,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5766,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5767,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5768,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5769,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5770,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5771,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5772,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5773,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5774,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5775,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5776,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5777,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5778,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5779,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5780,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5781,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5782,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5783,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5784,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5785,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5786,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5787,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5788,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5789,PEUGEOT,M1,M1,1345,120.0,2675.0,1601.0,1601.0,Petrol,M,1199.0,96.0
5799,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5800,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5801,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5802,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5803,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5804,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5805,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5806,PEUGEOT,M1,M1,1500,99.0,2817.0,1579.0,1579.0,Diesel,M,1560.0,88.0
5807,KIA,M1,M1,1521,101.0,2700.0,1555.0,1555.0,Petrol,M,1580.0,77.0
5808,KIA,M1,M1,1521,101.0,2700.0,1555.0,1555.0,Petrol,M,1580.0,77.0
5809,KIA,M1,M1,1521,101.0,2700.0,1555.0,1555.0,Petrol,M,1580.0,77.0
5810,KIA,M1,M1,1521,101.0,2700.0,1555.0,1555.0,Petrol,M,1580.0,77.0
5811,PEUGEOT,M1,M1,1165,103.0,2537.0,1482.0,1482.0,Petrol,M,1199.0,81.0
5812,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5813,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5814,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5815,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5816,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5817,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5818,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5819,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5820,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5821,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5822,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5823,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5824,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5825,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5826,MAZDA,M1,M1,1090,139.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5827,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5828,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5829,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5830,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5831,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5832,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5833,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5834,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5835,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5836,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5837,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5838,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5839,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5840,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5841,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5842,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5843,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5844,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5845,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5846,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5847,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5848,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5849,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5850,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5851,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5852,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5853,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5854,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5855,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5856,MAZDA,M1,M1,1127,142.0,2310.0,1495.0,1505.0,PETROL,M,1496.0,96.0
5857,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5858,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5859,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5860,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5861,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5862,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5863,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5864,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5865,MAZDA,M1,M1,1375,136.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5866,MAZDA,M1,M1,1375,136.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5867,MAZDA,M1,M1,1315,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5868,MAZDA,M1,M1,1352,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5869,MAZDA,M1,M1,1352,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5870,MAZDA,M1,M1,1352,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5871,MAZDA,M1,M1,1352,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5872,MAZDA,M1,M1,1352,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5873,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5874,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5875,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5876,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5877,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5878,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5879,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5880,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5881,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5882,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5883,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5884,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5885,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5886,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5887,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5888,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5889,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5890,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5891,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5892,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5893,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5894,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5895,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5896,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5897,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5898,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5899,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5900,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5901,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5902,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5903,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5904,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5905,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5906,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5907,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5908,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5909,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5910,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5911,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5912,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5913,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5914,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5915,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5916,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5917,MAZDA,M1,M1,1305,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5918,MAZDA,M1,M1,1350,123.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5919,MAZDA,M1,M1,1340,146.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5920,MAZDA,M1,M1,1340,146.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5921,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5922,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5923,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5924,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5925,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5926,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5927,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5928,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5929,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5930,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5931,MAZDA,M1,M1,1289,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5932,MAZDA,M1,M1,1289,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5933,MAZDA,M1,M1,1289,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5934,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5935,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5936,MAZDA,M1,M1,1289,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5937,MAZDA,M1,M1,1275,105.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5938,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5939,MAZDA,M1,M1,1270,136.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5940,MAZDA,M1,M1,1289,137.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,88.0
5941,MAZDA,M1,M1,1370,136.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5942,MAZDA,M1,M1,1370,136.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5943,MAZDA,M1,M1,1370,136.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5944,MAZDA,M1,M1,1370,136.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5945,MAZDA,M1,M1,1350,123.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5946,MAZDA,M1,M1,1350,123.0,2570.0,1525.0,1520.0,DIESEL,M,1499.0,77.0
5947,MAZDA,M1,M1,1340,146.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5948,MAZDA,M1,M1,1340,146.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5949,MAZDA,M1,M1,1340,146.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5950,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5951,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5952,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5953,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5954,MAZDA,M1,M1,1310,150.0,2570.0,1525.0,1520.0,PETROL,M,1998.0,110.0
5955,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5956,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5957,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5958,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5959,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5960,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5961,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5962,MAZDA,M1,M1,1509,139.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5963,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5964,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5965,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5966,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5967,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5968,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5969,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5970,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5971,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5972,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5973,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5974,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5975,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5976,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5977,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5978,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5979,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5980,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5981,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5982,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5983,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5984,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5985,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5986,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5987,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5988,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5989,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5990,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
5991,MAZDA,M1,M1,1539,147.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,120.0
6011,MAZDA,M1,M1,1557,127.0,2830.0,1595.0,1585.0,DIESEL,M,2191.0,129.0
6012,MAZDA,M1,M1,1555,121.0,2750.0,1595.0,1585.0,DIESEL,M,2191.0,129.0
6018,PEUGEOT,M1,M1,1370,96.0,2730.0,1565.0,1560.0,DIESEL                   ,M,1560.0,88.0
6019,PEUGEOT,M1,M1,1275,97.0,2730.0,1565.0,1560.0,DIESEL                   ,M,1560.0,73.0
6020,PEUGEOT,M1,M1,1280,139.0,2620.0,1563.0,1557.0,PETROL                   ,M,1598.0,184.0
6021,PEUGEOT,M1,M1,2025,153.0,3000.0,1810.0,1790.0,DIESEL                   ,M,1997.0,96.0
6022,PEUGEOT,M1,M1,1565,109.0,2727.0,1531.0,1567.0,DIESEL                   ,M,1560.0,88.0
6023,PEUGEOT,M1,M1,1375,111.0,2675.0,1601.0,1610.0,DIESEL                   ,M,1560.0,88.0
6024,PEUGEOT,M1,M1,1125,98.0,2538.0,1470.0,1472.0,DIESEL                   ,M,1398.0,50.0
6025,PEUGEOT,M1,M1,1545,109.0,2613.0,1532.0,1527.0,DIESEL                   ,M,1560.0,88.0
6046,BMW,M1,M1,1575,112.0,2810.0,1543.0,1583.0,DIESEL                   ,M,1995.0,110.0
6047,BMW,M1,M1,1585,127.0,2670.0,1561.0,1562.0,DIESEL                   ,M,1995.0,140.0
6049,BMW,M1,M1,1820,139.0,2810.0,1616.0,1632.0,DIESEL                   ,M,1995.0,140.0
6050,BMW,M1,M1,1395,95.0,2690.0,1521.0,1555.0,DIESEL                   ,M,1496.0,70.0
6051,BMW,M1,M1,1605,119.0,2810.0,1531.0,1571.0,DIESEL                   ,M,1995.0,140.0
6052,BMW,M1,M1,2145,156.0,2933.0,1644.0,1650.0,DIESEL                   ,M,2993.0,190.0
6053,BMW,M1,M1,1655,128.0,2810.0,1542.0,1582.0,DIESEL                   ,M,1995.0,140.0
